Shipment_ID,Sales_Order_ID,Warehouse_ID,Transport_Mode,Dispatch_Date,Delivery_Date,SLA_Days,Actual_Days,Delivery_Status,Distance_KM,Total_Shipping_Cost,Revenue,Profit
SHP_108990,SO_107234,WH_12,Rail,12-01-2024,2024/01/17,3,5.0,Delayed,4803,12297.92,38588,26290.08
SHP_108991,SO_109825,WH_14,Rail,04-05-2024,2024/05/12,5,8.0,Delayed,589,14858.45,40880,26021.55
SHP_108992,SO_109887,WH_01,Air,18-05-2024,2024/05/23,7,5.0,On Time,3460,17512.57,46755,29242.43
SHP_108993,SO_102950,WH_15,Road,20-03-2024,2024/03/26,3,6.0,Delayed,394,13159.95,37624,24464.05
SHP_108994,SO_102828,WH_07,Sea,28-02-2024,2024/03/02,5,3.0,On Time,1579,15737.78,39811,24073.22
SHP_108995,SO_103449,WH_12,Air,03-03-2024,2024/03/05,7,2.0,On Time,4557,16037.49,45088,29050.51
SHP_108996,SO_106111,WH_07,Road,18-03-2024,2024/03/22,6,4.0,On Time,915,9861.75,25229,15367.25
SHP_108997,SO_105577,WH_08,Road,19-12-2024,2024/12/23,7,4.0,On Time,3172,8523.21,26737,18213.79
SHP_108998,SO_106255,WH_09,Road,15-05-2024,2024/05/17,7,2.0,On Time,2391,16079.46,49975,33895.54
SHP_108999,SO_108774,WH_05,Sea,21-12-2024,2024/12/26,6,5.0,On Time,3322,11492.64,30565,19072.36
SHP_109000,SO_103651,WH_15,Air,27-01-2024,2024/02/01,6,5.0,On Time,458,6641.26,16938,10296.74
SHP_109001,SO_103897,WH_04,Air,04-12-2024,2024/12/14,4,10.0,Delayed,3765,6006.88,28949,22942.12
SHP_109002,SO_101296,WH_07,Sea,18-08-2024,2024/08/22,4,4.0,On Time,1851,5896.53,29385,23488.47
SHP_109003,SO_108523,WH_10,Sea,07-07-2024,2024/07/10,4,3.0,On Time,1311,13389.94,45172,31782.06
SHP_109004,SO_109616,WH_11,Sea,11-09-2024,2024/09/21,4,10.0,Delayed,1972,12791.13,32652,19860.87
SHP_109005,SO_104030,WH_06,Road,23-01-2024,2024/01/28,3,5.0,Delayed,4113,17086.09,47626,30539.91
SHP_109006,SO_103119,WH_10,Air,10-09-2024,2024/09/16,3,6.0,Delayed,2210,5051.09,23620,18568.91
SHP_109007,SO_103204,WH_06,Road,23-07-2024,2024/07/28,5,5.0,On Time,640,3335.88,14213,10877.12
SHP_109008,SO_100421,WH_01,Air,12-05-2024,2024/05/20,7,8.0,Delayed,4117,10716.01,44138,33421.99
SHP_109009,SO_109197,WH_01,Sea,06-09-2024,2024/09/09,4,3.0,On Time,1016,12969.58,49284,36314.42
SHP_109010,SO_104049,WH_03,Sea,26-01-2024,2024/02/05,4,10.0,Delayed,4004,9240.1,40889,31648.9
SHP_109011,SO_109387,WH_13,Road,13-12-2024,2024/12/22,6,9.0,Delayed,357,5757.69,16001,10243.31
SHP_109012,SO_106463,WH_13,Sea,27-04-2024,2024/05/01,5,4.0,On Time,2654,-4475.85,18808,23283.85
SHP_109013,SO_103138,WH_10,Rail,23-11-2024,2024/11/27,5,4.0,On Time,3149,4708.61,20846,16137.39
SHP_109014,SO_100610,WH_09,Road,08-08-2024,2024/08/18,6,10.0,Delayed,572,9519.85,35080,25560.15
SHP_109015,SO_100516,WH_10,Sea,25-12-2024,2025/01/04,3,10.0,Delayed,4095,7905.3,22043,14137.7
SHP_109016,SO_107379,WH_08,Sea,04-05-2024,2024/05/13,3,9.0,Delayed,3100,4889.64,23737,18847.36
SHP_109017,SO_106024,WH_11,Rail,14-09-2024,2024/09/17,4,3.0,On Time,2014,5209.87,14979,9769.13
SHP_109018,SO_103191,WH_05,Rail,21-02-2024,2024/02/28,3,7.0,Delayed,2623,7244.57,23173,15928.43
SHP_109019,SO_104523,WH_09,Sea,03-11-2024,2024/11/09,5,6.0,Delayed,4875,8737.59,34231,25493.41
SHP_109020,SO_101568,WH_05,Road,15-07-2024,2024/07/22,6,7.0,Delayed,1227,12185.89,46001,33815.11
SHP_109021,SO_104346,WH_12,Sea,04-09-2024,2024/09/06,5,2.0,On Time,2742,9664.02,25816,16151.98
SHP_109022,SO_103312,WH_03,Air,04-08-2024,2024/08/11,5,7.0,Delayed,3914,12148.48,46669,34520.52
SHP_109023,SO_100570,WH_11,Rail,19-06-2024,2024/06/23,7,4.0,On Time,972,6153.05,16641,10487.95
SHP_109024,SO_100677,WH_04,Rail,07-06-2024,2024/06/12,6,,Delayed,3354,13320.01,35707,22386.99
SHP_109025,SO_102475,WH_05,Rail,27-05-2024,2024/06/06,7,10.0,Delayed,3008,5677.7,26326,20648.3
SHP_109026,SO_101046,WH_10,Air,12-11-2024,2024/11/22,7,10.0,Delayed,2425,4401.53,20769,16367.47
SHP_109027,SO_106030,WH_13,Rail,15-08-2024,2024/08/21,3,6.0,Delayed,3444,6410.38,28779,22368.62
SHP_109028,SO_100555,WH_05,Air,07-03-2024,2024/03/12,7,5.0,On Time,3218,2495.55,9612,7116.45
SHP_109029,SO_104386,WH_07,Sea,08-12-2024,2024/12/16,7,8.0,Delayed,3728,6430.77,20671,14240.23
SHP_109030,SO_109220,WH_07,Road,24-12-2024,2025/01/03,7,10.0,Delayed,1347,-12441.04,40376,52817.04
SHP_109031,SO_102240,WH_01,Road,27-06-2024,2024/07/01,5,4.0,On Time,1614,10509.97,27191,16681.03
SHP_109032,SO_108320,WH_10,Sea,25-04-2024,2024/05/03,3,8.0,Delayed,2196,12108.27,46327,34218.73
SHP_109033,SO_106777,WH_05,Sea,22-03-2024,2024/03/27,3,5.0,Delayed,555,11701.72,36985,25283.28
SHP_109034,SO_100659,WH_01,Rail,29-12-2024,2024/12/31,4,2.0,On Time,3233,9449.51,33635,24185.49
SHP_109035,SO_108913,WH_01,Air,31-12-2024,2025/01/08,7,8.0,Delayed,3966,11158.57,40414,29255.43
SHP_109036,SO_101147,WH_05,Rail,10-09-2024,2024/09/15,6,5.0,On Time,696,8360.77,23619,15258.23
SHP_109037,SO_107164,WH_15,Air,03-08-2024,2024/08/07,3,4.0,Delayed,3312,6732.54,31748,25015.46
SHP_109038,SO_108026,WH_06,Sea,28-12-2024,2025/01/07,5,10.0,Delayed,2099,9263.2,35196,25932.8
SHP_109039,SO_104115,WH_05,Road,11-06-2024,2024/06/13,7,2.0,On Time,2158,7778.85,25585,17806.15
SHP_109040,SO_101902,WH_11,Air,23-12-2024,2025/01/01,3,9.0,Delayed,3095,7801.55,24209,16407.45
SHP_109041,SO_105653,WH_05,Road,20-04-2024,2024/04/30,5,10.0,Delayed,4854,9310.95,46534,37223.05
SHP_109042,SO_108015,WH_09,Road,02-01-2024,2024/01/05,7,3.0,On Time,3859,6644.58,27789,21144.42
SHP_109043,SO_100446,WH_01,Air,02-04-2024,2024/04/10,4,8.0,Delayed,2792,15904.62,40280,24375.38
SHP_109044,SO_107752,WH_10,Rail,05-12-2024,2024/12/07,4,2.0,On Time,381,9354.49,26043,16688.51
SHP_109045,SO_103734,WH_11,Sea,15-06-2024,2024/06/21,4,6.0,Delayed,2776,12484.54,32124,19639.46
SHP_109046,SO_108921,WH_13,Road,17-02-2024,2024/02/21,5,4.0,On Time,3799,16807.98,47434,30626.02
SHP_109047,SO_103441,WH_11,Rail,10-05-2024,2024/05/19,3,9.0,Delayed,2467,-16834.19,49409,66243.19
SHP_109048,SO_102827,WH_07,Sea,10-11-2024,2024/11/19,5,9.0,Delayed,2353,8500.62,37261,28760.38
SHP_109049,SO_102943,WH_01,Sea,24-03-2024,2024/03/29,6,5.0,On Time,1370,3376.98,9627,6250.02
SHP_109050,SO_107012,WH_14,Sea,24-08-2024,2024/08/28,4,4.0,On Time,597,13976.88,49147,35170.12
SHP_109051,SO_105758,WH_07,Sea,10-04-2024,2024/04/17,4,7.0,Delayed,1532,3922.12,15569,11646.88
SHP_109052,SO_102229,WH_11,Rail,23-03-2024,2024/03/28,5,5.0,On Time,3762,11731.35,34765,23033.65
SHP_109053,SO_104170,WH_10,Road,22-02-2024,2024/02/24,5,2.0,On Time,945,7740.82,19864,12123.18
SHP_109054,SO_106943,WH_11,Rail,11-10-2024,2024/10/21,5,10.0,Delayed,927,9285.4,34653,25367.6
SHP_109055,SO_100842,WH_13,Road,02-08-2024,2024/08/05,6,3.0,On Time,3079,1744.74,6018,4273.26
SHP_109056,SO_102958,WH_06,Road,27-05-2024,2024/05/30,7,3.0,On Time,736,1744.95,6015,4270.05
SHP_109057,SO_103604,WH_03,Road,26-06-2024,2024/07/03,5,7.0,Delayed,4678,13644.77,39250,25605.23
SHP_109058,SO_102551,WH_08,Sea,08-12-2024,2024/12/17,6,9.0,Delayed,3149,1842.4,5295,3452.6
SHP_109059,SO_105919,WH_10,Rail,01-01-2024,2024/01/08,6,7.0,Delayed,3141,6359.52,23254,16894.48
SHP_109060,SO_108612,WH_14,Sea,06-11-2024,2024/11/12,5,6.0,Delayed,1145,11178.02,29669,18490.98
SHP_109061,SO_101991,WH_15,Air,22-10-2024,2024/10/29,6,7.0,Delayed,1625,10965.43,45662,34696.57
SHP_109062,SO_100587,WH_12,Rail,07-02-2024,2024/02/12,4,5.0,Delayed,1527,12129.92,34445,22315.08
SHP_109063,SO_109557,WH_05,Road,12-09-2024,2024/09/15,5,3.0,On Time,4569,3806.72,9700,5893.28
SHP_109064,SO_108677,WH_05,Rail,18-09-2024,2024/09/25,5,7.0,Delayed,2612,11358.75,46108,34749.25
SHP_109065,SO_100601,WH_05,Sea,22-01-2024,2024/01/28,7,6.0,On Time,1458,6502.09,19785,13282.91
SHP_109066,SO_101534,WH_06,Rail,09-07-2024,2024/07/11,4,2.0,On Time,3954,11686.9,43564,31877.1
SHP_109067,SO_101101,WH_05,Rail,20-09-2024,2024/09/28,6,8.0,Delayed,1205,16765.57,48929,32163.43
SHP_109068,SO_107567,WH_12,Road,12-03-2024,2024/03/14,6,2.0,On Time,4795,13337.78,33798,20460.22
SHP_109069,SO_105792,WH_14,Road,20-10-2024,2024/10/28,5,8.0,Delayed,4250,5735.81,26142,20406.19
SHP_109070,SO_101952,WH_02,Sea,28-10-2024,2024/11/06,4,9.0,Delayed,988,8370.11,35832,27461.89
SHP_109071,SO_107105,WH_04,Air,07-06-2024,2024/06/11,5,4.0,On Time,4269,3713.74,18250,14536.26
SHP_109072,SO_103443,WH_08,Air,18-03-2024,2024/03/27,6,9.0,Delayed,1362,14861.52,46068,31206.48
SHP_109073,SO_102631,WH_14,Sea,10-07-2024,2024/07/17,7,7.0,On Time,2502,6513.02,19277,12763.98
SHP_109074,SO_101129,WH_03,Air,17-07-2024,2024/07/22,3,5.0,Delayed,1120,3967.94,14196,10228.06
SHP_109075,SO_104355,WH_03,Air,30-10-2024,2024/11/09,3,10.0,Delayed,4530,14292.72,48035,33742.28
SHP_109076,SO_107141,WH_06,Air,20-11-2024,2024/11/26,4,6.0,Delayed,3480,9944.42,28697,18752.58
SHP_109077,SO_106498,WH_14,Air,25-05-2024,2024/06/02,3,8.0,Delayed,3210,4331.8,11832,7500.2
SHP_109078,SO_103491,WH_07,Road,11-06-2024,2024/06/17,6,6.0,On Time,1581,6589.17,19320,12730.83
SHP_109079,SO_107562,WH_11,Air,12-11-2024,2024/11/20,3,8.0,Delayed,735,4650.92,15252,10601.08
SHP_109080,SO_108079,WH_06,Rail,19-09-2024,2024/09/21,6,2.0,On Time,414,5615.01,17542,11926.99
SHP_109081,SO_109019,WH_01,Air,15-04-2024,2024/04/17,3,2.0,On Time,4526,1680.04,6991,5310.96
SHP_109082,SO_101435,WH_13,Road,06-03-2024,2024/03/14,5,8.0,Delayed,482,14480.99,36529,22048.01
SHP_109083,SO_100955,WH_03,Sea,02-10-2024,2024/10/10,7,8.0,Delayed,1807,5118.59,19678,14559.41
SHP_109084,SO_101673,WH_08,Air,21-04-2024,2024/04/25,4,4.0,On Time,3516,5877.37,17988,12110.63
SHP_109085,SO_102597,WH_13,Rail,17-04-2024,2024/04/26,5,9.0,Delayed,1052,10747.68,48233,37485.32
SHP_109086,SO_107718,WH_05,Sea,17-09-2024,2024/09/19,4,2.0,On Time,1231,11169.48,32014,20844.52
SHP_109087,SO_107189,WH_11,Air,29-04-2024,2024/05/06,5,7.0,Delayed,2145,6472.63,20243,13770.37
SHP_109088,SO_109904,WH_09,Rail,26-04-2024,2024/05/03,7,7.0,On Time,4592,10315.66,32265,21949.34
SHP_109089,SO_107681,WH_14,Rail,13-11-2024,2024/11/22,7,9.0,Delayed,576,11733.05,47030,35296.95
SHP_109090,SO_104961,WH_12,Rail,14-06-2024,2024/06/21,7,7.0,On Time,1681,2846.42,11100,8253.58
SHP_109091,SO_103342,WH_12,Rail,15-12-2024,2024/12/21,5,6.0,Delayed,2101,11140.73,43432,32291.27
SHP_109092,SO_108270,WH_04,Sea,15-10-2024,2024/10/23,5,8.0,Delayed,4403,3455.97,10660,7204.03
SHP_109093,SO_104364,WH_02,Air,28-11-2024,2024/12/01,3,3.0,On Time,4689,3776.84,10525,6748.16
SHP_109094,SO_105004,WH_09,Road,11-12-2024,2024/12/19,4,8.0,Delayed,4022,17547.14,46051,28503.86
SHP_109095,SO_108723,WH_07,Sea,31-05-2024,2024/06/03,3,3.0,On Time,4542,3814.7,14498,10683.3
SHP_109096,SO_104867,WH_03,Air,29-11-2024,2024/12/08,5,9.0,Delayed,3234,3846.47,10604,6757.53
SHP_109097,SO_103973,WH_04,Sea,14-09-2024,2024/09/21,6,7.0,Delayed,1247,10443.09,46891,36447.91
SHP_109098,SO_104440,WH_01,Air,21-11-2024,2024/11/23,3,2.0,On Time,3480,14502.23,44817,30314.77
SHP_109099,SO_107071,WH_10,Road,23-11-2024,2024/11/25,5,2.0,On Time,4159,11725.25,47388,35662.75
SHP_109100,SO_108611,WH_15,Rail,04-12-2024,2024/12/13,7,9.0,Delayed,2083,4541.4,13740,9198.6
SHP_109101,SO_103738,WH_05,Air,03-08-2024,2024/08/10,6,7.0,Delayed,3338,1309.76,5642,4332.24
SHP_109102,SO_107670,WH_05,Air,01-07-2024,2024/07/06,7,5.0,On Time,230,6438.86,27195,20756.14
SHP_109103,SO_108392,WH_07,Rail,19-09-2024,2024/09/24,7,5.0,On Time,3199,14099.98,37512,23412.02
SHP_109104,SO_108544,WH_01,Air,02-10-2024,2024/10/08,5,6.0,Delayed,2977,8684.7,30868,22183.3
SHP_109105,SO_101299,WH_10,Air,05-06-2024,2024/06/15,7,10.0,Delayed,4579,2341.4,9256,6914.6
SHP_109106,SO_106285,WH_14,Rail,03-06-2024,2024/06/11,5,8.0,Delayed,2915,11429.42,43733,32303.58
SHP_109107,SO_102737,WH_12,Rail,30-04-2024,2024/05/05,6,5.0,On Time,840,10407.64,42638,32230.36
SHP_109108,SO_102082,WH_06,Sea,08-10-2024,2024/10/11,6,3.0,On Time,3861,4421.15,21413,16991.85
SHP_109109,SO_109935,WH_03,Air,16-04-2024,2024/04/22,3,6.0,Delayed,768,15095.2,39756,24660.8
SHP_109110,SO_103244,WH_04,Road,25-04-2024,2024/04/27,4,2.0,On Time,4361,12756.93,34265,21508.07
SHP_109111,SO_101924,WH_05,Road,02-07-2024,2024/07/05,3,3.0,On Time,4033,4944.33,24434,19489.67
SHP_109112,SO_102013,WH_05,Road,13-07-2024,2024/07/22,7,9.0,Delayed,1014,15378.96,44195,28816.04
SHP_109113,SO_104868,WH_10,Air,10-07-2024,2024/07/18,6,8.0,Delayed,2577,8926.33,30434,21507.67
SHP_109114,SO_105577,WH_02,Sea,26-03-2024,2024/03/31,4,5.0,Delayed,1911,1895.53,5335,3439.47
SHP_109115,SO_102869,WH_09,Road,23-07-2024,2024/07/26,3,3.0,On Time,3186,5298.05,13403,8104.95
SHP_109116,SO_103328,WH_03,Sea,15-02-2024,2024/02/21,7,6.0,On Time,1319,11152.37,36039,24886.63
SHP_109117,SO_109676,WH_12,Air,01-01-2024,2024/01/06,5,5.0,On Time,812,2409.05,11593,9183.95
SHP_109118,SO_101600,WH_01,Sea,08-11-2024,2024/11/15,7,7.0,On Time,3649,13375.71,48585,35209.29
SHP_109119,SO_109219,WH_05,Air,26-04-2024,2024/05/06,3,10.0,Delayed,3782,2248.28,5724,3475.72
SHP_109120,SO_107120,WH_11,Rail,23-10-2024,2024/11/02,4,,Delayed,657,4063.31,14568,10504.69
SHP_109121,SO_100728,WH_04,Road,29-03-2024,2024/04/03,4,5.0,Delayed,527,3399.85,11887,8487.15
SHP_109122,SO_109355,WH_14,Air,13-08-2024,2024/08/18,6,5.0,On Time,3456,6043.27,27497,21453.73
SHP_109123,SO_102009,WH_12,Sea,15-12-2024,2024/12/21,7,6.0,On Time,439,2620.9,12126,9505.1
SHP_109124,SO_109436,WH_05,Air,16-04-2024,2024/04/20,5,4.0,On Time,330,13906.11,44557,30650.89
SHP_109125,SO_107271,WH_01,Sea,24-11-2024,2024/12/02,5,8.0,Delayed,1766,9250.1,36236,26985.9
SHP_109126,SO_105864,WH_04,Sea,21-12-2024,2024/12/29,4,8.0,Delayed,3718,5626.1,18110,12483.9
SHP_109127,SO_101919,WH_07,Air,31-01-2024,2024/02/07,3,7.0,Delayed,4322,9649.65,43531,33881.35
SHP_109128,SO_106141,WH_10,Road,03-03-2024,2024/03/06,3,3.0,On Time,1568,2552.12,12037,9484.88
SHP_109129,SO_100135,WH_06,Road,12-10-2024,2024/10/21,4,9.0,Delayed,1937,7010.33,23183,16172.67
SHP_109130,SO_104236,WH_05,Air,31-07-2024,2024/08/07,6,7.0,Delayed,537,8754.49,30245,21490.51
SHP_109131,SO_108778,WH_08,Road,31-03-2024,2024/04/06,6,6.0,On Time,2131,1821.95,5997,4175.05
SHP_109132,SO_106380,WH_01,Rail,15-11-2024,2024/11/23,6,8.0,Delayed,1231,4780.94,21313,16532.06
SHP_109133,SO_101925,WH_11,Sea,09-12-2024,2024/12/18,5,9.0,Delayed,3735,1665.71,6199,4533.29
SHP_109134,SO_103638,WH_10,Road,16-10-2024,2024/10/26,3,10.0,Delayed,901,13468.68,40414,26945.32
SHP_109135,SO_103837,WH_06,Road,06-07-2024,2024/07/09,7,3.0,On Time,2457,3517.05,17170,13652.95
SHP_109136,SO_105172,WH_04,Sea,06-01-2024,2024/01/08,3,2.0,On Time,3950,6219.2,23784,17564.8
SHP_109137,SO_103866,WH_11,Air,14-05-2024,2024/05/19,6,5.0,On Time,1156,9021.87,41540,32518.13
SHP_109138,SO_108034,WH_03,Rail,11-06-2024,2024/06/17,7,6.0,On Time,3475,5940.35,18013,12072.65
SHP_109139,SO_108758,WH_02,Air,14-03-2024,2024/03/17,5,3.0,On Time,2647,3591.89,14741,11149.11
SHP_109140,SO_108385,WH_04,Rail,01-09-2024,2024/09/06,3,5.0,Delayed,2634,10245.63,46708,36462.37
SHP_109141,SO_102365,WH_06,Rail,28-05-2024,2024/06/06,6,9.0,Delayed,4311,5572.19,17670,12097.81
SHP_109142,SO_109503,WH_13,Sea,17-03-2024,2024/03/19,5,2.0,On Time,307,6642.45,22552,15909.55
SHP_109143,SO_104106,WH_08,Sea,04-12-2024,2024/12/08,6,4.0,On Time,1287,7329.4,34039,26709.6
SHP_109144,SO_107931,WH_03,Rail,28-08-2024,2024/09/06,6,9.0,Delayed,1498,4118.86,12596,8477.14
SHP_109145,SO_100614,WH_06,Road,08-05-2024,2024/05/13,6,5.0,On Time,1745,6280.63,28312,22031.37
SHP_109146,SO_109074,WH_07,Rail,02-03-2024,2024/03/11,4,9.0,Delayed,3196,15643.08,47860,32216.92
SHP_109147,SO_109246,WH_08,Road,03-09-2024,2024/09/12,7,9.0,Delayed,4818,7192.32,34700,27507.68
SHP_109148,SO_107717,WH_14,Road,02-01-2024,2024/01/07,5,5.0,On Time,2509,15830.85,44724,28893.15
SHP_109149,SO_103889,WH_05,Road,19-08-2024,2024/08/26,3,7.0,Delayed,1219,15939.47,43839,27899.53
SHP_109150,SO_106523,WH_15,Road,30-01-2024,2024/02/06,3,7.0,Delayed,4431,10171.04,35012,24840.96
SHP_109151,SO_104093,WH_11,Sea,12-11-2024,2024/11/14,7,2.0,On Time,4621,6208.95,20188,13979.05
SHP_109152,SO_109172,WH_03,Rail,04-12-2024,2024/12/11,5,7.0,Delayed,1638,6421.49,27660,21238.51
SHP_109153,SO_106358,WH_09,Road,01-10-2024,2024/10/04,3,3.0,On Time,1083,11504.13,30263,18758.87
SHP_109154,SO_102471,WH_06,Road,11-10-2024,2024/10/15,5,4.0,On Time,1411,2660.36,8535,5874.64
SHP_109155,SO_100256,WH_02,Rail,17-07-2024,2024/07/20,3,3.0,On Time,1561,8373.76,30858,22484.24
SHP_109156,SO_101130,WH_08,Road,07-01-2024,2024/01/10,7,3.0,On Time,474,11644.92,36971,25326.08
SHP_109157,SO_103254,WH_09,Rail,02-05-2024,2024/05/06,6,4.0,On Time,2886,8581.93,29285,20703.07
SHP_109158,SO_106550,WH_12,Rail,22-07-2024,2024/07/24,4,2.0,On Time,2975,5057.78,14115,9057.22
SHP_109159,SO_106386,WH_14,Air,14-07-2024,2024/07/17,4,3.0,On Time,4012,4140.91,14850,10709.09
SHP_109160,SO_107468,WH_02,Road,15-01-2024,2024/01/24,7,9.0,Delayed,904,1722.23,5499,3776.77
SHP_109161,SO_104726,WH_03,Sea,17-06-2024,2024/06/22,3,5.0,Delayed,1201,4892.33,24070,19177.67
SHP_109162,SO_109371,WH_12,Sea,27-05-2024,2024/05/31,4,4.0,On Time,2085,8496.4,37786,29289.6
SHP_109163,SO_102322,WH_05,Road,27-06-2024,2024/06/30,6,3.0,On Time,4905,3065.05,11867,8801.95
SHP_109164,SO_102047,WH_12,Sea,16-09-2024,2024/09/24,5,8.0,Delayed,650,4472.91,12937,8464.09
SHP_109165,SO_100582,WH_12,Sea,26-01-2024,2024/02/05,4,10.0,Delayed,2814,4536.3,16159,11622.7
SHP_109166,SO_108795,WH_04,Road,06-04-2024,2024/04/12,3,6.0,Delayed,4463,12852.97,34814,21961.03
SHP_109167,SO_109756,WH_14,Rail,28-12-2024,2025/01/04,3,7.0,Delayed,2530,2294.47,8326,6031.53
SHP_109168,SO_109591,WH_06,Air,12-03-2024,2024/03/22,7,10.0,Delayed,4183,7884.05,36157,28272.95
SHP_109169,SO_101834,WH_04,Sea,29-05-2024,2024/06/03,6,5.0,On Time,1424,9023.87,42661,33637.13
SHP_109170,SO_104685,WH_05,Rail,16-05-2024,2024/05/18,4,2.0,On Time,3959,4814.08,13708,8893.92
SHP_109171,SO_109198,WH_11,Rail,11-07-2024,2024/07/14,3,3.0,On Time,2723,3353.55,12819,9465.45
SHP_109172,SO_101285,WH_02,Road,28-09-2024,2024/09/30,3,2.0,On Time,3087,7614.8,32801,25186.2
SHP_109173,SO_101982,WH_04,Road,05-12-2024,2024/12/11,7,6.0,On Time,4843,12185.55,30655,18469.45
SHP_109174,SO_107173,WH_09,Sea,16-11-2024,2024/11/20,7,4.0,On Time,4851,1611.7,5395,3783.3
SHP_109175,SO_106752,WH_10,Air,23-11-2024,2024/12/02,7,9.0,Delayed,2006,12362.06,46380,34017.94
SHP_109176,SO_108800,WH_10,Sea,28-10-2024,2024/11/07,3,10.0,Delayed,206,10898.14,27754,16855.86
SHP_109177,SO_105466,WH_04,Rail,21-06-2024,2024/06/24,4,3.0,On Time,2676,10922.62,41124,30201.38
SHP_109178,SO_108948,WH_05,Rail,12-04-2024,2024/04/14,3,2.0,On Time,4427,-13854.74,36412,50266.74
SHP_109179,SO_106432,WH_02,Air,28-05-2024,2024/05/31,7,3.0,On Time,1115,6479.69,23339,16859.31
SHP_109180,SO_106843,WH_11,Sea,12-10-2024,2024/10/14,6,2.0,On Time,2254,6091.78,18933,12841.22
SHP_109181,SO_108707,WH_13,Sea,01-11-2024,2024/11/07,7,6.0,On Time,994,15024.12,43415,28390.88
SHP_109182,SO_107331,WH_11,Sea,23-09-2024,2024/09/26,6,3.0,On Time,3216,15146.31,48908,33761.69
SHP_109183,SO_102848,WH_14,Rail,25-11-2024,2024/12/03,4,8.0,Delayed,2390,16031.81,48109,32077.19
SHP_109184,SO_102732,WH_04,Road,18-12-2024,2024/12/23,7,5.0,On Time,483,11039.02,43106,32066.98
SHP_109185,SO_104513,WH_08,Rail,18-04-2024,2024/04/24,6,6.0,On Time,3708,6271.01,18459,12187.99
SHP_109186,SO_104831,WH_09,Air,04-08-2024,2024/08/06,7,2.0,On Time,3244,7960.46,28569,20608.54
SHP_109187,SO_100154,WH_14,Sea,01-04-2024,2024/04/04,4,3.0,On Time,2873,6036.92,22717,16680.08
SHP_109188,SO_105606,WH_04,Sea,07-01-2024,2024/01/10,4,3.0,On Time,2325,2285.96,8445,6159.04
SHP_109189,SO_104147,WH_02,Sea,09-03-2024,2024/03/16,7,7.0,On Time,4290,15160.45,49130,33969.55
SHP_109190,SO_105587,WH_06,Road,16-07-2024,2024/07/22,5,6.0,Delayed,3282,6444.17,20787,14342.83
SHP_109191,SO_109731,WH_09,Rail,24-10-2024,2024/10/26,3,2.0,On Time,1240,7057.24,20872,13814.76
SHP_109192,SO_109856,WH_15,Air,17-07-2024,2024/07/20,5,3.0,On Time,2199,4656.02,20119,15462.98
SHP_109193,SO_103576,WH_03,Air,04-07-2024,2024/07/13,3,9.0,Delayed,4849,17032.85,44388,27355.15
SHP_109194,SO_106508,WH_13,Rail,02-01-2024,2024/01/05,6,3.0,On Time,4506,3132.92,11709,8576.08
SHP_109195,SO_109138,WH_01,Air,05-02-2024,2024/02/08,3,3.0,On Time,2408,2056.29,7192,5135.71
SHP_109196,SO_102761,WH_09,Road,16-08-2024,2024/08/24,5,8.0,Delayed,2260,7757.12,34946,27188.88
SHP_109197,SO_101789,WH_13,Rail,23-11-2024,2024/12/02,5,9.0,Delayed,3874,12996.36,33579,20582.64
SHP_109198,SO_103042,WH_15,Rail,19-10-2024,2024/10/28,4,9.0,Delayed,3909,3207.25,9622,6414.75
SHP_109199,SO_106364,WH_14,Air,31-05-2024,2024/06/06,3,6.0,Delayed,3520,11357.97,48791,37433.03
SHP_109200,SO_105373,WH_15,Road,17-12-2024,2024/12/23,5,6.0,Delayed,2395,6147.75,16313,10165.25
SHP_109201,SO_101943,WH_01,Air,10-08-2024,2024/08/12,3,2.0,On Time,3748,-3707.74,10733,14440.74
SHP_109202,SO_101107,WH_05,Rail,01-06-2024,2024/06/04,5,3.0,On Time,3437,10467.71,37175,26707.29
SHP_109203,SO_107736,WH_08,Road,13-01-2024,2024/01/21,4,8.0,Delayed,1873,2603.61,7216,4612.39
SHP_109204,SO_106396,WH_15,Rail,08-03-2024,2024/03/17,3,9.0,Delayed,4273,11903.46,46604,34700.54
SHP_109205,SO_109447,WH_12,Rail,18-01-2024,2024/01/28,3,10.0,Delayed,1710,9672.53,25172,15499.47
SHP_109206,SO_107482,WH_11,Road,24-05-2024,2024/05/30,7,6.0,On Time,4789,5815.13,26262,20446.87
SHP_109207,SO_109761,WH_01,Rail,06-08-2024,2024/08/13,5,7.0,Delayed,2930,13579.06,36389,22809.94
SHP_109208,SO_108548,WH_04,Sea,22-12-2024,2024/12/28,4,,Delayed,2742,16545.34,42359,25813.66
SHP_109209,SO_109993,WH_15,Road,13-09-2024,2024/09/19,7,6.0,On Time,3964,1250.25,5893,4642.75
SHP_109210,SO_101109,WH_14,Road,25-09-2024,2024/10/03,4,8.0,Delayed,367,9324.23,34198,24873.77
SHP_109211,SO_106568,WH_07,Air,11-08-2024,2024/08/14,5,3.0,On Time,1755,6217.84,15754,9536.16
SHP_109212,SO_103722,WH_01,Air,23-12-2024,2024/12/27,3,4.0,Delayed,1691,16247.63,47873,31625.37
SHP_109213,SO_103248,WH_02,Road,04-03-2024,2024/03/14,4,10.0,Delayed,3595,5407.71,14785,9377.29
